service_url,name,latitude,longitude,city,postal_code,full_address
http://www.semanticweb.org/dreamkg/ijcai/service/location/4964759830003712,(no name),39.981,-75.1774,Philadelphia,19121,"2600, Cecil B Moore Avenue, Strawberry Mansion, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/4967372504694784,(no name),40.0383,-76.2988,Lancaster,17602,"357, South Shippen Street, Mussertown, Lancaster, Lancaster County, Pennsylvania, 17602, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5001274926563328,(no name),39.9466,-75.1544,Philadelphia,19147,"Hall-Mercer Building, 245, South 8th Street, Washington Square West, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19147, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5017006984921088,(no name),40.0453,-75.128,Philadelphia,19120,"6127, North 5th Street, Olney, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19120, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5062487914577920,(no name),39.9948,-75.1189,Philadelphia,19134,"McPherson Square Library, 601, East Indiana Avenue, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19134, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5089660355477504,(no name),39.9928,-75.1197,Philadelphia,19134,"Prevention Point, East Monmouth Street, River Wards, Philadelphia, Philadelphia County, Pennsylvania, 19134, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5112554392387584,(no name),39.9561,-75.1599,Philadelphia,19107,"1219, Race Street, Chinatown, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5128979153944576,(no name),40.0213,-75.0794,Philadelphia,19124,"Frankford Avenue & Dyre Street, Dyre Street, Frankford, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5138871176658944,(no name),39.9435,-75.1672,Philadelphia,19102,"South 15th Street, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5147295688687616,(no name),39.8999,-75.2692,Darby Township,19079,"850, Clifton Avenue, Darby Township, Delaware County, Pennsylvania, 19079, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5161629360586752,(no name),39.9673,-75.16,Philadelphia,19122,"Salvation Army, 701, North Broad Street, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5175494499368960,(no name),39.988,-75.2314,Philadelphia,19131,"Laboratory Charter School of Communications and Languages, Lebanon Avenue, Wynnefield, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5181712996761600,(no name),40.017,-75.0946,Philadelphia,19124,"1100, Adams Avenue, Northwood, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5185303560585216,(no name),39.9513,-75.1562,Philadelphia,19107,"Starbucks, 901, Market Street, Gayborhood, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5186727883833344,(no name),39.9724,-75.1648,Philadelphia,19130,"St. Joseph's preparatory School, 1733, West Girard Avenue, North Central, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5186727883833344,(no name),39.9724,-75.1737,Philadelphia,19130,"Health Facilities Maintenance (Bldg #9), 2100, West Girard Avenue, Francisville, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5186727883833344,(no name),40.056,-75.1648,Philadelphia,19138,"Parkway Northwest High School, Crittenden Street, East Germantown, Northwest Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19138, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5186727883833344,(no name),40.056,-75.1737,Philadelphia,19119,"6455, Sprague Street, East Mount Airy, Northwest Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19119, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5312579722018816,(no name),39.9677,-75.1594,Philadelphia,19123,"1330, Brown Street, Cambridge Plaza, Northern Liberties, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19123, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5348732074983424,(no name),40.0159,-75.1291,Philadelphia,19140,"4221, North 2nd Street, Feltonville, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19140, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5355967947210752,(no name),39.9454,-75.2086,Philadelphia,19143,"Woodland Avenue & 45th Street, Woodland Avenue, Southwest Schuylkill, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5367371355914240,(no name),39.948,-75.2001,Philadelphia,19104,"Corporal Michael J. Crescenz Veterans Affairs Medical Center, 3900, Woodland Avenue, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5373543795916800,(no name),39.9968,-75.1124,Philadelphia,19124,"3221, Kensington Avenue, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5385341432496128,(no name),39.8384,-75.3835,Chester,19013,"Better Living Center, 501, Yarnall Street, South Chester, Chester, Delaware County, Pennsylvania, 19013, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5390636500647936,(no name),39.9463,-75.2273,Philadelphia,19103,"5210, Whitby Avenue, Cedar Park, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19103, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5398794886447104,(no name),39.97,-75.2192,Philadelphia,19131,"Childspace West, Wyalusing Avenue, Haddington, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5477271096786944,(no name),40.1154,-74.9905,Philadelphia,19116,"2680, Southampton Road, Byberry, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19116, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5480325573640192,(no name),40.0281,-75.1461,Philadelphia,19141,"4923, Old York Road, Wyoming, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5481658659373056,(no name),39.943,-75.1495,Philadelphia,19146,"Old Pine Community Center, 401, Lombard Street, Society Hill, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19146, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5518091445075968,(no name),40.0269,-75.1324,Philadelphia,19120,"4941, North 5th Street, Feltonville, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19120, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5552002522939392,(no name),40.0079,-75.1638,Philadelphia,19140,"2107, West Tioga Street, Tioga, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19140, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5630846852399104,(no name),39.9922,-75.1428,Philadelphia,19133,"616, West Lehigh Avenue, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19133, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5638513518444544,(no name),40.0262,-75.101,Philadelphia,19124,"Friends Hospital, 4641, Roosevelt Boulevard, Cedar Grove, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5639251868516352,(no name),39.9601,-75.2405,Philadelphia,19103,"5934, Chestnut Street, Haddington, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19103, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5640139036164096,(no name),39.9908,-75.1233,Philadelphia,19134,"Castillo Bedding, 2754, Ruth Street, Kensington, River Wards, Philadelphia, Philadelphia County, Pennsylvania, 19134, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5643194546257920,(no name),39.9696,-75.2399,Philadelphia,19151,"ECS Saint Barnabas Mission, North Edgewood Street, Haddington, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19151, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5671175268335616,(no name),39.9413,-75.2187,Philadelphia,19143,"5112, Regent Street, Southwest Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5680777996009472,(no name),39.9669,-75.1631,Philadelphia,19130,"1526, Fairmount Avenue, Spring Garden, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5704371963166720,(no name),39.9582,-75.1604,Philadelphia,19105,"Sunday Breakfast Rescue Mission, 302, North 13th Street, Chinatown, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19105, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5711255900520448,(no name),39.9831,-75.1848,Philadelphia,19132,"1737, North 31st Street, Strawberry Mansion, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19132, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5715375002484736,(no name),39.949,-75.1663,Philadelphia,19102,"15th & Walnut, South 15th Street, Gayborhood, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5728648493531136,(no name),40.0325,-75.145,Philadelphia,19141,"Commonwealth of PA Dept. of Public Welfare Glendale County Assistance Office, Wagner Avenue, Logan, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5730442313465856,(no name),39.9935,-75.1483,Philadelphia,19133,"PPS Work Release - Liberty, 1007, West Lehigh Avenue, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19133, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5792020391002112,(no name),40.042,-75.1447,Philadelphia,19141,"5810, Old York Road, Tabor, Fern Rock, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5802794918608896,(no name),39.9232,-75.1595,Philadelphia,19148,"United Communities Southeast Philadelphia, 2029, South 8th Street, Wharton, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19148, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5922109384294400,(no name),39.9561,-75.1599,Philadelphia,19107,"1219, Race Street, Chinatown, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5925873791401984,(no name),40.0356,-75.1734,Philadelphia,19144,"52, East Woodlawn Street, Wister, Northwest Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19144, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5928074864492544,(no name),40.0187,-75.0859,Philadelphia,19124,"4712, Leiper Street, Northwood, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5929367212130304,(no name),39.961,-75.2313,Philadelphia,19139,"5507, Market Street, Garden Court, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19139, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5992920927698944,(no name),39.9507,-75.1607,Philadelphia,19107,"1211, Chestnut Street, Washington Square West, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/5997720409997312,(no name),39.9484,-75.1781,Philadelphia,19103,"Trinity Center for Urban Life, Spruce Street, Filter Square, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19103, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6004150434004992,(no name),39.9677,-75.1599,Philadelphia,19130,"Salvation Army Red Shield Center, 1330, Brown Street, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6032260047568896,(no name),39.9797,-75.2197,Philadelphia,08065,"5000, Parkside Avenue, Parkside, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 08065, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6101823548030976,(no name),39.9683,-75.1606,Philadelphia,19130,"United Methodist Neighbors, 804, North Broad Street, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6139716755783680,(no name),39.948,-75.1619,Philadelphia,19107,"219, South 13th Street, Washington Square West, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6206753615380480,(no name),39.9646,-75.2181,Philadelphia,19139,"721, North 49th Street, Mill Creek, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19139, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6213025361821696,(no name),40.0278,-75.0588,Philadelphia,19149,"6325, Frankford Avenue, Wissinoming, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19149, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6224216144216064,(no name),39.9621,-75.2391,Philadelphia,19139,"Apartments at New Market West, 13, North Salford Street, Haddington, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19139, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6260879273361408,(no name),39.9526,-75.2466,Philadelphia,19143,"6150, Cedar Avenue, Cedar Park, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6272068172382208,(no name),40.008,-75.1511,Philadelphia,19140,"City View Pizza, North Broad Street, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19140, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6354456388829184,(no name),39.955,-75.1642,Philadelphia,19102,"Courtyard by Marriott Philadelphia Downtown, 1421, Arch Street, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6378689670414336,(no name),40.0106,-75.0692,Philadelphia,19135,"2201, Bridge Street, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19135, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6379467169595392,(no name),39.9523,-75.1665,Philadelphia,19102,"Quinn Law Group, 1500, Market Street, Rittenhouse Square, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6383660694765568,(no name),39.9565,-75.2023,Philadelphia,19104,"Ivy Rehab, 4005, Ludlow Street, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6410727744077824,(no name),40.0298,-75.0269,Philadelphia,19114,"7520, State Road, Mayfair, Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19114, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6453846037626880,(no name),39.9498,-75.2421,Philadelphia,19143,"5924, Webster Street, Cobbs Creek, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6494806799548416,(no name),39.974,-75.1507,Philadelphia,19122,"900, North Hutchinson Street, Yorktown, Olde Kensington, North Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6566876511207424,(no name),39.9421,-75.2498,Yeadon,19050,"6272, Baltimore Avenue, Yeadon, Delaware County, Pennsylvania, 19050, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6615452957540352,(no name),39.951,-75.1598,Philadelphia,19107,"Mazzoni Center, 21, South 12th Street, Washington Square West, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States"
http://www.semanticweb.org/dreamkg/ijcai/service/location/6710596967858176,(no name),39.9619,-75.1891,Philadelphia,19104,"3209, Baring Street, Mantua, West Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States"
